City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
27,saint-philippe,-21.3585,55.7679,76.59,75,59,10.25,RE,1667831089
28,punta arenas,-53.15,-70.9167,53.11,76,100,10.89,CL,1667830866
29,vao,-22.6667,167.4833,74.61,84,100,17.49,NC,1667831089
30,yellowknife,62.456,-114.3525,1.92,85,100,4.61,CA,1667831041
31,hilo,19.7297,-155.09,71.11,92,100,5.99,US,1667831090
32,dunedin,-45.8742,170.5036,54.81,71,89,5.99,NZ,1667831061
33,langsa,4.4683,97.9683,75.18,95,100,2.3,ID,1667831090
34,qaqortoq,60.7167,-46.0333,29.19,90,89,2.64,GL,1667831090
35,mnogovershinnyy,53.9353,139.9242,18.59,92,92,5.95,RU,1667831091
36,mataura,-46.1927,168.8643,45.28,99,97,1.21,NZ,1667831091
37,tuatapere,-46.1333,167.6833,48.87,91,93,3.04,NZ,1667831091
38,tasiilaq,65.6145,-37.6368,30.36,89,100,13.71,GL,1667831091
39,hirara,24.8,125.2833,76.57,80,93,16.93,JP,1667831092
40,la ronge,55.1001,-105.2842,5.25,78,40,8.05,CA,1667831092
41,upernavik,72.7868,-56.1549,12.29,85,100,1.23,GL,1667831092
42,cape town,-33.9258,18.4232,75.11,52,0,12.66,ZA,1667831026
43,kapaa,22.0752,-159.319,77.32,84,75,13.8,US,1667831092
44,pangody,65.85,74.4859,20.97,96,100,8.32,RU,1667831093
45,busselton,-33.65,115.3333,60.31,74,99,13.87,AU,1667831093
46,jamestown,42.097,-79.2353,55.02,63,0,11.5,US,1667831093
47,kirovskiy,45.0917,133.5136,35.11,97,91,3.74,RU,1667830868
48,batemans bay,-35.7167,150.1833,56.34,96,27,3.85,AU,1667831094
49,bulungu,-4.55,18.6,82.35,71,100,2.95,CD,1667831094
50,aksay,47.26,39.87,41.25,60,100,13.0,RU,1667831094
51,champerico,14.3,-91.9167,81.14,78,98,3.2,GT,1667831094
52,port hedland,-20.3167,118.5667,73.45,68,10,17.27,AU,1667831095
53,yumen,40.2833,97.2,42.22,32,100,5.23,CN,1667831095
54,cayenne,4.9333,-52.3333,82.44,83,100,4.61,GF,1667831095
55,ribeira grande,38.5167,-28.7,68.4,68,40,12.66,PT,1667831095
56,ushuaia,-54.8,-68.3,49.66,76,20,4.61,AR,1667831096
57,kavieng,-2.5744,150.7967,82.58,74,100,5.75,PG,1667831096
58,hithadhoo,-0.6,73.0833,82.45,74,75,16.78,MV,1667831096
59,hofn,64.2539,-15.2082,42.82,75,75,19.57,IS,1667830561
60,bluff,-46.6,168.3333,52.7,85,56,12.88,NZ,1667831096
61,port-gentil,-0.7193,8.7815,85.96,74,75,12.66,GA,1667831097
62,eaton socon,52.2175,-0.2893,59.23,85,100,17.11,GB,1667831097
63,longyearbyen,78.2186,15.6401,30.04,80,75,13.8,SJ,1667831097
64,barrow,71.2906,-156.7887,30.22,86,100,13.8,US,1667830915
65,mahanoro,-19.9,48.8,77.58,70,41,12.82,MG,1667831098
66,paamiut,61.994,-49.6678,16.75,71,93,6.06,GL,1667831098
67,pangnirtung,66.1451,-65.7125,14.0,44,20,5.75,CA,1667831098
68,saskylakh,71.9167,114.0833,-22.92,100,81,4.25,RU,1667831098
69,najran,17.4924,44.1277,80.96,13,0,13.29,SA,1667830366
70,ballinrobe,53.6333,-9.2333,55.51,89,100,21.27,IE,1667831099
71,chokurdakh,70.6333,147.9167,-1.89,89,100,14.2,RU,1667831099
72,east london,-33.0153,27.9116,72.54,83,100,10.36,ZA,1667831099
73,touros,-5.1989,-35.4608,83.95,55,100,13.4,BR,1667830890
74,laguna,38.421,-121.4238,49.17,91,0,4.61,US,1667830899
75,tofield,53.3668,-112.6686,6.78,97,100,8.81,CA,1667831100
76,geraldton,-28.7667,114.6,64.81,72,40,6.91,AU,1667831100
77,san cristobal,7.7669,-72.225,71.78,64,27,5.32,VE,1667831100
78,hailey,43.5196,-114.3153,39.88,81,100,11.5,US,1667831100
79,necochea,-38.5473,-58.7368,74.46,43,7,15.01,AR,1667831101
80,torbay,47.6666,-52.7314,61.75,92,75,17.27,CA,1667831101
81,berlevag,70.8578,29.0864,33.75,86,75,2.3,NO,1667831101
82,jiazi,22.8779,116.067,70.5,86,100,14.41,CN,1667831102
83,golyshmanovo,56.3979,68.3728,25.23,91,100,3.71,RU,1667831102
84,barranca,-10.75,-77.7667,65.26,77,37,8.48,PE,1667831102
85,lompoc,34.6391,-120.4579,55.78,97,100,9.22,US,1667831054
86,katobu,-4.9408,122.5276,76.6,91,100,1.14,ID,1667831103
87,boa vista,2.8197,-60.6733,82.38,74,75,3.44,BR,1667831041
88,cherskiy,68.75,161.3,-6.83,100,70,3.09,RU,1667831103
89,hermanus,-34.4187,19.2345,68.81,67,2,20.45,ZA,1667831104
90,nouadhibou,20.931,-17.0347,75.85,49,0,9.06,MR,1667831104
91,guerrero negro,27.9769,-114.0611,63.18,78,99,8.25,MX,1667831025
92,mount isa,-20.7333,139.5,74.97,53,79,0.0,AU,1667831104
93,umm lajj,25.0213,37.2685,79.88,55,0,14.16,SA,1667830518
94,huadian,42.9633,126.7478,34.2,69,0,4.54,CN,1667831105
95,khorixas,-20.3667,14.9667,86.67,15,0,20.2,NA,1667831105
96,nikolskoye,59.7035,30.7861,44.49,83,100,9.08,RU,1667831105
97,asau,46.4333,26.4,52.72,60,5,2.98,RO,1667831106
98,bambous virieux,-20.3428,57.7575,77.25,73,40,9.22,MU,1667831106
99,new norfolk,-42.7826,147.0587,54.72,79,24,2.89,AU,1667831106
100,husavik,66.0449,-17.3389,39.79,89,66,9.13,IS,1667831107
101,harper,4.375,-7.7169,83.41,71,88,10.31,LR,1667831107
102,ovre ardal,61.3167,7.8,40.08,99,100,2.28,NO,1667831107
103,atuona,-9.8,-139.0333,76.08,71,100,12.08,PF,1667830830
104,iracoubo,5.4802,-53.2011,85.08,63,99,7.2,GF,1667831108
105,yaan,7.3833,8.5667,92.62,25,41,5.41,NG,1667831108
106,bengkulu,-3.8004,102.2655,76.39,91,100,6.69,ID,1667831108
107,qaanaaq,77.484,-69.3632,-1.44,89,100,10.69,GL,1667831109
108,ambovombe,-25.1667,46.0833,76.68,74,35,10.49,MG,1667831109
109,tautira,-17.7333,-149.15,76.24,86,100,19.3,PF,1667831110
110,ampanihy,-24.7,44.75,82.26,54,34,12.53,MG,1667831110
111,lakes entrance,-37.8811,147.981,55.17,91,38,4.83,AU,1667831110
112,lavrentiya,65.5833,-171.0,30.07,96,100,14.36,RU,1667831110
113,vallenar,-28.5708,-70.7581,73.29,42,84,5.61,CL,1667831111
114,nuuk,64.1835,-51.7216,20.01,58,20,20.71,GL,1667830538
115,komsomolskiy,40.4272,71.7189,54.32,62,61,16.11,UZ,1667831111
116,tuktoyaktuk,69.4541,-133.0374,-0.4,85,40,6.91,CA,1667831111
117,mocuba,-16.8392,36.9856,97.66,26,80,9.24,MZ,1667831112
118,san vicente,-26.6167,-54.1333,74.1,37,0,3.69,AR,1667831112
119,luderitz,-26.6481,15.1594,68.67,69,100,10.58,NA,1667831112
120,roald,62.5833,6.1333,47.75,81,0,5.75,NO,1667831113
121,souillac,-20.5167,57.5167,77.38,73,40,9.22,MU,1667831113
122,oskemen,49.9565,82.6119,31.96,93,100,4.47,KZ,1667831113
123,paita,-5.0892,-81.1144,66.97,77,6,8.7,PE,1667830530
124,brigantine,39.4101,-74.3646,74.19,83,20,10.36,US,1667831114
125,kasane,-17.8167,25.15,80.2,49,87,13.33,BW,1667831114
126,waipawa,-41.4122,175.5153,46.78,93,5,4.41,NZ,1667831114
127,port alfred,-33.5906,26.891,76.1,71,96,13.89,ZA,1667831115
128,batagay-alyta,67.8006,130.4114,-2.18,87,100,3.49,RU,1667831115
129,saint-pierre,-21.3393,55.4781,76.68,73,0,11.5,RE,1667831115
130,mar del plata,-38.0023,-57.5575,73.83,61,0,18.41,AR,1667831116
131,iqaluit,63.7506,-68.5145,17.33,67,75,16.11,CA,1667831116
132,ancud,-41.8697,-73.8203,55.62,69,100,4.25,CL,1667831117
133,comodoro rivadavia,-45.8667,-67.5,69.66,40,0,8.05,AR,1667831118
134,coquimbo,-29.9533,-71.3436,61.61,74,100,4.74,CL,1667831118
135,makakilo city,21.3469,-158.0858,76.44,73,0,8.05,US,1667831118
136,avarua,-21.2078,-159.775,68.05,94,91,2.3,CK,1667831119
137,rockland,41.1668,-74.0496,72.23,82,13,1.99,US,1667831119
138,zhigansk,66.7697,123.3711,-11.42,96,100,4.34,RU,1667831119
139,starominskaya,46.53,39.0497,44.53,55,100,13.76,RU,1667831001
140,kovdor,67.5662,30.4758,24.21,96,13,3.85,RU,1667831120
141,shubarshi,48.5872,57.1869,31.21,77,100,10.85,KZ,1667830551
142,itapora,-22.0799,-54.7874,78.3,38,35,9.98,BR,1667831120
143,dicabisagan,17.0818,122.4157,77.32,92,100,6.29,PH,1667830526
144,larap,14.299,122.6504,78.67,89,95,5.86,PH,1667831120
145,stephenville,32.2207,-98.2023,63.75,75,100,0.0,US,1667830948
146,carnarvon,-24.8667,113.6333,66.29,63,1,15.05,AU,1667831121
147,butaritari,3.0707,172.7902,79.66,77,43,7.56,KI,1667831121
148,quchan,37.106,58.5095,40.44,68,49,9.8,IR,1667831121
149,clovis,36.8252,-119.7029,57.85,90,100,8.05,US,1667830903
150,faanui,-16.4833,-151.75,78.66,77,13,13.44,PF,1667831122
151,georgetown,5.4112,100.3354,82.24,81,20,0.0,MY,1667831122
152,fukue,32.6881,128.8419,63.18,54,0,11.39,JP,1667831122
153,sao joao da barra,-21.6403,-41.0511,78.89,62,21,6.62,BR,1667831122
154,agidel,55.9077,53.9355,30.0,84,100,7.87,RU,1667831123
155,vanimo,-2.6741,141.3028,79.63,85,100,4.32,PG,1667831123
156,yulara,-25.2406,130.9889,79.02,39,80,13.65,AU,1667830588
157,ucluelet,48.9329,-125.5528,34.95,71,49,10.54,CA,1667831123
158,clonakilty,51.6231,-8.8706,56.41,90,100,35.68,IE,1667831124
159,bilma,18.6853,12.9164,86.38,12,0,2.39,NE,1667831124
160,armstrong,-32.7822,-61.6022,78.51,33,10,14.81,AR,1667831124
161,niquero,20.0431,-77.5828,78.4,79,4,11.99,CU,1667831124
162,samarai,-10.6167,150.6667,81.37,79,28,3.87,PG,1667831125
163,kaeo,-35.1,173.7833,58.32,96,100,15.52,NZ,1667831125
164,albany,42.6001,-73.9662,65.79,59,0,1.99,US,1667831125
165,lata,40.1629,-8.3327,65.07,62,100,7.7,PT,1667831125
166,mahibadhoo,3.7833,72.9667,81.5,76,100,10.96,MV,1667831126
167,kavaratti,10.5669,72.642,82.56,69,87,4.56,IN,1667831126
168,airai,-8.9266,125.4092,63.03,93,100,2.28,TL,1667831126
169,tarrafal,15.2833,-23.7667,88.59,66,70,12.5,CV,1667831126
170,gat,31.61,34.7642,73.81,28,0,11.12,IL,1667831127
171,maxixe,-23.8597,35.3472,80.87,68,95,10.25,MZ,1667830536
172,manacapuru,-3.2997,-60.6206,80.65,75,100,4.25,BR,1667831127
173,port hawkesbury,45.6169,-61.3485,70.72,78,75,26.46,CA,1667831127
174,vieques,18.425,-65.8329,84.22,74,40,4.61,PR,1667831128
175,cordoba,-31.4135,-64.1811,80.24,33,0,17.27,AR,1667831056
176,kenai,60.5544,-151.2583,5.05,85,0,4.61,US,1667830973
177,novikovo,51.1537,37.8879,37.17,72,70,5.82,RU,1667831128
178,skelleftea,64.7507,20.9528,33.01,100,100,4.61,SE,1667831128
179,pombas,17.1503,-25.0201,82.18,67,37,12.68,CV,1667831128
180,nanortalik,60.1432,-45.2371,29.8,87,27,2.42,GL,1667831129
181,darab,28.7519,54.5444,69.71,33,2,4.68,IR,1667831129
182,fontem,5.4685,9.8818,79.34,62,97,1.5,CM,1667831129
183,general roca,-39.0333,-67.5833,86.63,21,22,18.41,AR,1667831130
184,kungurtug,50.5994,97.5228,23.58,78,84,1.81,RU,1667831130
185,petropavlovsk-kamchatskiy,53.0452,158.6483,28.51,65,0,19.04,RU,1667830350
186,arraial do cabo,-22.9661,-42.0278,75.16,68,75,6.91,BR,1667831130
187,muzhi,65.3667,64.6667,18.46,96,100,5.21,RU,1667831130
188,saldanha,-33.0117,17.9442,64.83,70,13,12.41,ZA,1667831131
189,otavalo,0.2333,-78.2667,62.82,62,9,3.15,EC,1667831131
190,huanren,41.2647,125.3667,36.61,80,0,2.08,CN,1667831131
191,linjiang,41.8069,126.9078,35.2,94,82,1.05,CN,1667831131
192,riyadh,24.6877,46.7219,87.94,16,0,5.5,SA,1667830969
193,valdivia,-39.8142,-73.2459,66.27,51,82,1.57,CL,1667831132
194,tura,25.5198,90.2201,66.63,82,2,2.98,IN,1667831132
195,bilibino,68.0546,166.4372,-7.74,99,20,4.45,RU,1667831132
196,tanout,14.9709,8.8879,86.58,10,6,10.16,NE,1667831133
197,atakpame,7.5333,1.1333,90.93,35,22,5.3,TG,1667831133
198,sinnamary,5.3833,-52.95,84.54,65,97,7.9,GF,1667831133
199,ulaanbaatar,47.9077,106.8832,8.73,85,0,2.24,MN,1667831133
200,dingle,10.9995,122.6711,77.22,90,100,6.13,PH,1667830569
201,san carlos de bariloche,-41.1456,-71.3082,60.55,36,0,5.75,AR,1667831134
202,ilulissat,69.2167,-51.1,-2.52,91,57,5.95,GL,1667831134
203,puertollano,38.6871,-4.1073,72.19,17,12,10.87,ES,1667831134
204,talnakh,69.4865,88.3972,16.65,96,100,3.4,RU,1667830546
205,ketchikan,55.3422,-131.6461,23.02,44,0,13.78,US,1667830871
206,khatanga,71.9667,102.5,5.43,96,100,5.21,RU,1667831135
207,shar,49.5886,81.0453,36.64,65,100,5.68,KZ,1667831135
208,monywa,22.1167,95.1333,75.6,63,0,2.17,MM,1667831135
209,nizhniy kuranakh,58.8353,125.4869,-10.73,98,48,3.62,RU,1667831136
210,sao filipe,14.8961,-24.4956,80.04,64,99,6.17,CV,1667831136
211,taoudenni,22.6783,-3.9836,90.99,10,62,11.5,ML,1667831136
212,hobyo,5.3505,48.5268,81.64,68,17,12.35,SO,1667831136
213,dickinson,29.4608,-95.0513,75.94,96,100,8.05,US,1667830920
214,port blair,11.6667,92.75,81.45,75,100,10.98,IN,1667831137
215,roma,43.2128,-75.4557,61.72,65,0,11.5,US,1667830893
216,adrar,20.5022,-10.0711,91.71,10,52,8.84,MR,1667831137
217,byron bay,-28.65,153.6167,55.94,73,87,4.83,AU,1667831137
218,sergeyevka,53.88,67.4158,26.76,97,99,6.2,KZ,1667831138
219,saint-tite,46.7334,-72.5658,56.25,60,44,15.68,CA,1667831138
220,vila franca do campo,37.7167,-25.4333,69.19,75,100,14.92,PT,1667830588
221,sao miguel do araguaia,-13.275,-50.1628,88.75,44,100,6.22,BR,1667831138
222,belaya gora,68.5333,146.4167,-14.48,99,32,7.49,RU,1667831138
223,victoria,22.2855,114.1577,72.32,87,39,8.99,HK,1667831139
224,san policarpo,12.1791,125.5072,81.63,81,100,2.71,PH,1667831139
225,kudahuvadhoo,2.6708,72.8944,81.37,78,99,13.04,MV,1667831139
226,coari,-4.085,-63.1414,84.69,65,80,1.72,BR,1667831139
227,toora-khem,52.4675,96.11,25.23,98,100,0.76,RU,1667831140
228,itaituba,-4.2761,-55.9836,82.56,83,75,4.61,BR,1667831140
229,mahebourg,-20.4081,57.7,77.29,73,40,9.22,MU,1667831140
230,nosy varika,-20.5833,48.5333,77.16,73,45,13.6,MG,1667831141
231,nizhniy baskunchak,48.2198,46.8311,40.17,58,13,3.36,RU,1667831141
232,balikpapan,-1.2675,116.8289,81.59,83,20,3.44,ID,1667830568
